id,female,city,age,logins,mandalorian,unsubscribe
2240,yes,no,47,9,no,stay
2241,yes,yes,47,7,yes,stay
2242,yes,yes,42,4,yes,stay
2243,yes,yes,42,10,no,stay
2244,no,yes,33,0,yes,stay
2245,no,yes,41,4,yes,stay
2246,no,yes,45,0,yes,stay
2247,no,no,41,0,yes,stay
2248,no,yes,48,0,yes,unsubscribe
2249,no,yes,43,8,no,stay
2250,no,yes,46,0,yes,unsubscribe
2251,yes,yes,45,0,yes,unsubscribe
2252,no,yes,54,8,no,stay
2253,yes,yes,46,5,yes,stay
2254,yes,yes,41,5,yes,stay
2255,yes,yes,42,10,no,stay
2256,no,no,57,0,yes,stay
2257,yes,no,51,3,yes,stay
2258,yes,no,55,8,no,stay
2259,no,yes,44,9,no,unsubscribe
2260,yes,yes,43,2,yes,stay
2261,no,no,47,0,yes,stay
2262,yes,yes,45,7,yes,stay
2263,yes,yes,52,10,no,unsubscribe
2264,no,yes,37,5,yes,unsubscribe
2265,yes,yes,39,5,yes,unsubscribe
2266,yes,yes,49,0,yes,unsubscribe
2267,yes,yes,50,9,no,stay
2268,no,yes,45,5,yes,stay
2269,no,no,47,0,yes,unsubscribe
2270,yes,yes,47,8,no,unsubscribe
2271,yes,yes,44,0,yes,stay
2272,no,no,54,0,yes,unsubscribe
2273,yes,yes,52,5,yes,unsubscribe
2274,yes,yes,26,5,yes,stay
2275,yes,no,49,8,no,stay
2276,yes,no,45,0,yes,stay
2277,yes,yes,61,9,no,stay
2278,yes,yes,40,5,yes,stay
2279,yes,yes,47,7,yes,stay
2280,no,yes,48,4,yes,stay
2281,no,yes,45,2,yes,unsubscribe
2282,yes,yes,58,0,yes,stay
2283,yes,yes,51,8,no,stay
2284,no,yes,51,7,yes,stay
2285,yes,yes,48,0,yes,unsubscribe
2286,yes,yes,52,10,no,stay
2287,yes,no,46,0,yes,stay
2288,yes,yes,56,5,yes,stay
2289,no,no,46,8,no,stay
2290,yes,no,38,8,no,unsubscribe
2291,yes,yes,57,3,yes,stay
2292,yes,yes,50,5,yes,unsubscribe
2293,yes,yes,44,0,yes,unsubscribe
2294,yes,yes,47,0,yes,unsubscribe
2295,no,yes,40,7,yes,unsubscribe
2296,yes,yes,38,0,yes,stay
2297,no,no,49,0,yes,stay
2298,no,yes,39,7,yes,stay
2299,yes,yes,49,0,yes,unsubscribe
2300,yes,yes,40,5,yes,unsubscribe
2301,yes,no,31,0,yes,stay
2302,yes,yes,54,0,yes,unsubscribe
2303,yes,yes,52,7,yes,stay
2304,yes,yes,41,5,yes,stay
2305,yes,yes,49,10,no,stay
2306,yes,yes,50,5,yes,stay
2307,yes,yes,28,5,yes,unsubscribe
2308,yes,yes,45,4,yes,stay
2309,yes,yes,48,5,yes,unsubscribe
2310,yes,yes,50,8,no,stay
2311,no,yes,46,10,no,stay
2312,yes,yes,40,7,yes,stay
2313,yes,yes,42,4,yes,stay
2314,no,no,50,0,yes,unsubscribe
2315,no,yes,44,5,yes,stay
2316,no,yes,39,4,yes,unsubscribe
2317,no,yes,34,5,yes,unsubscribe
2318,no,yes,47,2,yes,unsubscribe
2319,yes,yes,53,10,no,stay
2320,yes,yes,62,5,yes,stay
2321,yes,yes,42,0,yes,stay
2322,yes,yes,47,8,no,stay
2323,no,yes,52,10,no,unsubscribe
2324,yes,no,53,0,yes,unsubscribe
2325,no,yes,49,0,yes,unsubscribe
2326,yes,no,54,8,no,stay
2327,yes,yes,59,8,no,stay
2328,yes,yes,43,10,no,stay
2329,yes,yes,50,8,no,stay
2330,no,yes,39,8,yes,stay
2331,no,no,45,0,yes,stay
2332,no,yes,57,3,yes,stay
2333,yes,yes,41,5,yes,stay
2334,no,no,44,0,yes,unsubscribe
2335,yes,no,51,0,yes,unsubscribe
2336,yes,yes,42,5,yes,unsubscribe
2337,no,yes,48,10,no,stay
2338,yes,yes,44,3,yes,stay
2339,no,yes,33,8,no,stay
2340,yes,yes,53,4,yes,stay
2341,no,yes,46,10,no,stay
2342,no,yes,42,5,yes,unsubscribe
2343,yes,yes,50,10,no,unsubscribe
2344,yes,yes,44,3,yes,stay
2345,yes,yes,34,7,yes,unsubscribe
2346,yes,yes,53,7,yes,stay
2347,no,yes,51,2,yes,unsubscribe
2348,no,yes,30,0,yes,stay
2349,no,yes,46,3,yes,stay
2350,no,yes,36,3,yes,stay
2351,yes,yes,36,4,yes,unsubscribe
2352,no,yes,40,9,no,stay
2353,no,yes,41,10,no,stay
2354,yes,yes,45,0,yes,stay
2355,no,yes,36,0,yes,unsubscribe
2356,no,yes,43,0,yes,stay
2357,yes,no,59,8,no,stay
2358,no,no,38,0,yes,stay
2359,no,yes,42,5,yes,unsubscribe
2360,no,yes,45,9,no,stay
2361,no,yes,54,5,yes,stay
2362,yes,yes,44,0,yes,unsubscribe
2363,yes,yes,53,4,yes,stay
2364,yes,yes,57,10,no,stay
2365,no,no,45,8,no,stay
2366,no,yes,27,5,yes,stay
2367,yes,yes,48,8,no,stay
2368,yes,yes,45,0,yes,unsubscribe
2369,no,no,49,9,no,stay
2370,yes,yes,43,3,yes,stay
2371,no,yes,44,5,yes,stay
2372,no,yes,41,9,no,unsubscribe
2373,no,yes,51,2,yes,stay
2374,no,yes,53,10,no,stay
2375,no,yes,40,5,yes,stay
2376,no,yes,47,5,yes,unsubscribe
2377,no,yes,45,9,no,stay
2378,no,yes,58,0,yes,unsubscribe
2379,yes,yes,53,0,yes,unsubscribe
2380,no,yes,44,5,yes,unsubscribe
2381,yes,yes,49,10,no,stay
2382,no,yes,47,9,no,stay
2383,yes,yes,51,10,no,stay
2384,no,yes,48,3,yes,unsubscribe
2385,no,yes,45,0,yes,unsubscribe
2386,yes,yes,48,10,no,stay
2387,yes,yes,44,8,no,stay
2388,yes,yes,59,0,yes,stay
2389,no,yes,46,5,yes,stay
2390,no,yes,45,10,no,stay
2391,yes,no,37,10,no,stay
2392,no,yes,41,3,yes,unsubscribe
2393,no,yes,52,3,yes,stay
2394,yes,yes,55,10,no,stay
2395,yes,no,55,0,yes,stay
2396,no,yes,32,10,no,stay
2397,yes,yes,52,8,no,unsubscribe
2398,no,yes,51,0,yes,stay
2399,yes,no,43,0,yes,unsubscribe
2400,no,yes,26,10,no,stay
2401,no,yes,58,10,no,stay
2402,no,yes,54,5,yes,stay
2403,yes,yes,47,10,no,stay
2404,no,no,45,0,yes,stay
2405,no,yes,51,8,yes,stay
2406,no,yes,55,7,yes,unsubscribe
2407,no,yes,40,0,yes,stay
2408,no,yes,59,7,yes,unsubscribe
2409,yes,yes,32,0,yes,stay
2410,no,yes,42,0,yes,stay
2411,no,no,40,4,yes,stay
2412,yes,no,39,8,no,stay
2413,yes,yes,46,4,yes,stay
2414,yes,yes,42,10,no,stay
2415,no,no,51,0,yes,unsubscribe
2416,yes,yes,41,4,yes,stay
2417,no,yes,34,0,yes,stay
2418,no,yes,46,0,yes,unsubscribe
2419,no,yes,49,7,yes,stay
2420,no,yes,42,3,yes,unsubscribe
2421,yes,yes,42,0,yes,unsubscribe
2422,no,yes,43,5,yes,stay
2423,no,yes,54,8,no,stay
2424,yes,yes,48,10,no,unsubscribe
2425,yes,no,47,10,no,stay
2426,yes,no,39,8,no,stay
2427,no,yes,50,0,yes,stay
2428,no,no,34,0,yes,stay
2429,yes,no,44,0,yes,unsubscribe
2430,no,yes,55,8,yes,unsubscribe
2431,yes,yes,38,8,no,stay
2432,yes,yes,39,9,no,stay
2433,no,yes,44,7,yes,unsubscribe
2434,no,yes,54,5,yes,stay
2435,yes,yes,52,4,yes,stay
2436,yes,yes,52,7,yes,stay
2437,yes,yes,56,0,yes,stay
2438,no,no,56,0,yes,stay
2439,yes,yes,47,0,yes,unsubscribe
2440,no,yes,39,5,yes,stay
2441,no,yes,44,3,yes,stay
2442,yes,yes,52,4,yes,stay
2443,no,yes,51,9,no,stay
2444,no,yes,47,5,yes,stay
2445,no,yes,55,5,yes,stay
2446,no,yes,31,3,yes,stay
2447,no,yes,37,5,yes,stay
2448,no,yes,49,0,yes,stay
2449,no,yes,50,5,yes,stay
2450,yes,yes,38,10,no,stay
2451,yes,yes,52,9,no,stay
2452,no,yes,47,5,yes,stay
2453,yes,no,49,9,no,stay
2454,yes,no,39,3,yes,stay
2455,no,yes,52,3,yes,stay
2456,yes,yes,41,2,yes,stay
2457,no,yes,43,10,no,stay
2458,no,yes,43,2,yes,unsubscribe
2459,no,yes,49,10,no,stay
2460,yes,yes,45,3,yes,unsubscribe
2461,yes,yes,48,10,no,stay
2462,yes,yes,53,0,yes,unsubscribe
2463,yes,yes,48,0,yes,unsubscribe
2464,yes,yes,43,8,no,stay
2465,yes,yes,43,10,no,unsubscribe
2466,yes,yes,60,4,yes,stay
2467,no,yes,44,0,yes,stay
2468,yes,yes,37,4,yes,unsubscribe
2469,yes,yes,57,5,yes,unsubscribe
2470,no,yes,52,5,yes,stay
2471,yes,yes,54,4,yes,stay
2472,yes,yes,38,5,yes,stay
2473,no,yes,45,10,no,unsubscribe
2474,no,yes,53,5,yes,stay
2475,no,yes,43,7,yes,stay
2476,no,yes,29,7,yes,stay
2477,no,yes,46,9,no,unsubscribe
2478,no,yes,50,9,no,stay
2479,no,no,57,0,yes,stay
2480,no,yes,38,9,no,stay
2481,no,yes,42,0,yes,unsubscribe
2482,no,yes,45,0,yes,stay
2483,no,no,35,0,yes,stay
2484,yes,yes,47,2,yes,stay
2485,yes,yes,41,5,yes,stay
2486,yes,yes,50,4,yes,stay
2487,no,yes,45,0,yes,unsubscribe
2488,no,yes,48,7,yes,unsubscribe
2489,yes,yes,51,0,yes,unsubscribe
2490,yes,yes,45,3,yes,stay
2491,yes,yes,52,5,yes,unsubscribe
2492,no,yes,46,5,yes,unsubscribe
2493,no,yes,50,7,yes,unsubscribe
2494,no,yes,33,7,yes,stay
2495,yes,no,46,0,yes,stay
2496,yes,yes,37,10,no,unsubscribe
2497,yes,yes,48,10,no,stay
2498,yes,yes,41,3,yes,stay
2499,yes,yes,54,9,no,stay
2500,yes,yes,58,10,no,stay
2501,yes,yes,54,0,yes,stay
2502,no,yes,45,8,no,stay
2503,no,no,44,8,no,stay
2504,yes,yes,46,5,yes,stay
2505,no,yes,38,5,yes,unsubscribe
2506,no,yes,54,7,yes,unsubscribe
2507,no,yes,40,10,no,stay
2508,yes,yes,52,0,yes,stay
2509,no,yes,44,8,no,unsubscribe
2510,yes,no,48,0,yes,stay
2511,no,yes,59,0,yes,unsubscribe
2512,no,yes,50,5,yes,stay
2513,no,yes,53,10,no,stay
2514,no,yes,47,3,yes,stay
2515,no,no,39,0,yes,unsubscribe
2516,no,yes,55,5,yes,unsubscribe
2517,yes,yes,47,5,yes,stay
2518,no,yes,41,0,yes,stay
2519,yes,yes,40,0,yes,stay
2520,yes,yes,44,9,no,stay
2521,yes,yes,38,5,yes,stay
2522,yes,yes,47,0,yes,stay
2523,no,yes,40,8,yes,unsubscribe
2524,no,yes,45,9,no,stay
2525,no,yes,46,10,no,stay
2526,yes,yes,34,10,no,stay
2527,yes,yes,40,7,yes,stay
2528,yes,yes,43,7,yes,stay
2529,yes,yes,38,0,yes,unsubscribe
2530,no,yes,52,8,no,stay
2531,no,yes,49,0,yes,stay
2532,yes,yes,53,2,yes,unsubscribe
2533,no,yes,51,8,yes,stay
2534,yes,yes,45,0,yes,stay
2535,yes,yes,52,8,no,stay
2536,no,yes,44,2,yes,stay
2537,yes,yes,47,5,yes,stay
2538,no,yes,58,3,yes,stay
2539,no,no,47,0,yes,stay
2540,yes,yes,58,0,yes,stay
2541,no,no,47,8,no,stay
2542,no,yes,31,0,yes,stay
2543,yes,yes,47,2,yes,stay
2544,yes,yes,40,10,no,stay
2545,yes,yes,57,4,yes,stay
2546,yes,no,48,3,yes,stay
2547,no,yes,46,3,yes,unsubscribe
2548,yes,yes,47,0,yes,unsubscribe
2549,yes,yes,47,7,yes,stay
2550,yes,yes,48,5,yes,unsubscribe
2551,no,no,52,3,yes,unsubscribe
2552,no,yes,41,8,yes,stay
2553,yes,no,46,0,yes,stay
2554,no,yes,47,9,no,stay
2555,yes,yes,41,0,yes,unsubscribe
2556,yes,no,50,0,yes,unsubscribe
2557,no,yes,48,5,yes,stay
2558,no,yes,41,0,yes,unsubscribe
2559,yes,yes,44,8,no,stay
2560,no,yes,45,9,no,stay
2561,no,yes,44,0,yes,stay
2562,no,yes,46,2,yes,stay
2563,no,yes,65,8,yes,stay
2564,no,yes,60,3,yes,unsubscribe
2565,yes,yes,43,7,yes,unsubscribe
2566,no,yes,50,8,no,stay
2567,yes,yes,56,0,yes,stay
2568,no,yes,36,4,yes,stay
2569,yes,no,52,0,yes,stay
2570,yes,yes,40,2,yes,stay
2571,yes,no,61,0,yes,unsubscribe
2572,no,yes,42,5,yes,stay
2573,yes,yes,55,5,yes,stay
2574,no,yes,46,3,yes,stay
2575,no,no,51,0,yes,stay
2576,yes,yes,56,10,no,stay
2577,no,yes,48,8,no,stay
2578,no,yes,47,0,yes,stay
2579,no,yes,39,0,yes,unsubscribe
2580,no,yes,50,8,yes,stay
2581,yes,yes,42,10,no,stay
2582,yes,no,54,8,no,stay
2583,no,yes,51,8,no,stay
2584,yes,yes,50,0,yes,unsubscribe
2585,no,yes,37,0,yes,stay
2586,no,yes,41,8,yes,unsubscribe
2587,no,yes,47,0,yes,unsubscribe
2588,no,yes,42,9,no,stay
2589,no,yes,60,0,yes,stay
2590,no,no,43,0,yes,stay
2591,no,yes,53,7,yes,stay
2592,no,yes,43,10,no,stay
2593,yes,yes,37,3,yes,stay
2594,yes,no,54,0,yes,stay
2595,yes,yes,50,8,yes,stay
2596,yes,yes,54,4,yes,unsubscribe
2597,no,no,39,0,yes,stay
2598,yes,yes,45,2,yes,stay
2599,yes,yes,45,10,no,stay
2600,yes,yes,44,4,yes,unsubscribe
2601,no,yes,48,9,no,unsubscribe
2602,no,yes,49,10,no,stay
2603,yes,yes,39,4,yes,stay
2604,yes,yes,49,3,yes,stay
2605,yes,yes,44,0,yes,unsubscribe
2606,yes,yes,43,7,yes,stay
2607,yes,no,41,0,yes,stay
2608,yes,yes,39,5,yes,stay
2609,yes,yes,47,7,yes,stay
2610,no,no,45,8,no,unsubscribe
2611,yes,yes,50,3,yes,stay
2612,no,yes,54,8,no,stay
2613,yes,yes,41,0,yes,stay
2614,yes,yes,48,9,no,stay
2615,yes,yes,54,3,yes,stay
2616,no,yes,54,9,no,stay
2617,no,yes,39,5,yes,stay
2618,no,yes,40,10,no,stay
2619,no,yes,46,5,yes,stay
2620,no,yes,44,8,yes,stay
2621,yes,yes,48,9,no,stay
2622,no,yes,44,7,yes,stay
2623,no,yes,42,3,yes,unsubscribe
2624,yes,yes,54,7,yes,stay
2625,no,yes,47,10,no,stay
2626,yes,yes,47,5,yes,stay
2627,yes,yes,46,7,yes,stay
2628,no,yes,43,5,yes,stay
2629,no,yes,41,5,yes,unsubscribe
2630,no,no,41,0,yes,stay
2631,no,yes,39,10,no,stay
2632,yes,yes,49,0,yes,stay
2633,no,yes,31,0,yes,stay
2634,no,yes,44,0,yes,stay
2635,no,yes,33,10,no,stay
2636,yes,yes,42,7,yes,stay
2637,no,yes,45,7,yes,stay
2638,yes,yes,57,5,yes,stay
2639,no,yes,46,10,no,stay
2640,no,yes,51,7,yes,stay
2641,yes,yes,52,5,yes,stay
2642,no,yes,45,4,yes,stay
2643,yes,yes,37,7,yes,stay
2644,no,yes,45,10,no,stay
2645,yes,yes,41,0,yes,unsubscribe
2646,yes,yes,35,7,yes,stay
2647,no,yes,52,7,yes,unsubscribe
2648,no,yes,51,10,no,stay
2649,yes,yes,36,10,no,stay
2650,yes,yes,42,8,no,unsubscribe
2651,no,yes,47,5,yes,stay
2652,no,yes,57,5,yes,stay
2653,no,yes,39,3,yes,unsubscribe
2654,no,yes,52,5,yes,stay
2655,yes,yes,44,3,yes,stay
2656,yes,yes,37,0,yes,stay
2657,yes,yes,49,5,yes,stay
2658,no,no,45,0,yes,stay
2659,yes,yes,44,10,no,stay
2660,no,no,42,0,yes,stay
2661,no,yes,46,3,yes,stay
2662,no,no,40,8,no,stay
2663,no,no,37,0,yes,stay
2664,yes,yes,55,9,no,stay
2665,no,no,35,8,no,stay
2666,yes,yes,45,0,yes,unsubscribe
2667,no,yes,55,7,yes,stay
2668,no,yes,38,4,yes,unsubscribe
2669,no,yes,45,5,yes,stay
2670,yes,yes,50,3,yes,stay
2671,yes,yes,45,0,yes,unsubscribe
2672,yes,yes,48,3,yes,stay
2673,yes,yes,39,3,yes,unsubscribe
2674,yes,yes,54,10,no,stay
2675,no,yes,54,3,yes,unsubscribe
2676,no,yes,45,3,yes,stay
2677,yes,yes,37,3,yes,stay
2678,no,yes,42,3,yes,stay
2679,no,yes,43,2,yes,unsubscribe
2680,no,yes,48,0,yes,stay
2681,yes,yes,42,3,yes,stay
2682,yes,yes,46,10,no,stay
2683,yes,yes,51,5,yes,unsubscribe
2684,yes,yes,51,4,yes,stay
2685,no,yes,45,0,yes,unsubscribe
2686,yes,yes,40,3,yes,stay
2687,yes,yes,34,4,yes,stay
2688,yes,yes,46,3,yes,stay
2689,yes,yes,56,9,no,stay
2690,yes,yes,43,10,no,stay
2691,yes,yes,48,9,no,stay
2692,no,yes,43,10,no,unsubscribe
2693,no,yes,51,0,yes,unsubscribe
2694,no,yes,36,10,no,stay
2695,no,yes,27,5,yes,unsubscribe
2696,yes,yes,64,3,yes,unsubscribe
2697,yes,yes,49,2,yes,stay
2698,yes,yes,47,5,yes,stay
2699,yes,yes,49,5,yes,unsubscribe
2700,no,yes,33,5,yes,stay
2701,no,yes,39,0,yes,stay
2702,no,no,43,0,yes,stay
2703,no,yes,34,10,no,unsubscribe
2704,yes,yes,37,3,yes,unsubscribe
2705,yes,yes,32,7,yes,stay
2706,no,yes,50,10,no,stay
2707,yes,yes,43,4,yes,unsubscribe
2708,no,no,45,0,yes,stay
2709,yes,no,39,0,yes,stay
2710,no,yes,47,2,yes,stay
2711,yes,no,31,0,yes,stay
2712,no,no,48,0,yes,stay
2713,yes,no,37,8,no,stay
2714,no,yes,36,3,yes,stay
2715,yes,no,57,9,no,stay
2716,no,yes,53,0,yes,stay
2717,no,yes,48,9,no,stay
2718,yes,yes,39,5,yes,stay
2719,yes,no,51,3,yes,stay
2720,yes,yes,51,5,yes,stay
2721,no,no,50,2,yes,stay
2722,no,yes,54,9,no,stay
2723,yes,yes,31,0,yes,unsubscribe
2724,no,yes,42,10,no,stay
2725,yes,yes,45,10,no,stay
2726,no,no,43,0,yes,stay
2727,no,yes,42,0,yes,stay
2728,yes,yes,61,0,yes,stay
2729,yes,yes,53,10,no,stay
2730,yes,yes,59,7,yes,unsubscribe
2731,no,yes,48,7,yes,stay
2732,yes,yes,45,5,yes,stay
2733,no,yes,56,10,no,stay
2734,no,yes,42,0,yes,stay
2735,no,no,51,0,yes,unsubscribe
2736,yes,yes,42,10,no,stay
2737,no,yes,51,5,yes,stay
2738,yes,no,49,0,yes,stay
2739,yes,no,46,0,yes,unsubscribe
2740,no,yes,45,5,yes,stay
2741,no,yes,35,5,yes,stay
2742,yes,yes,41,0,yes,stay
2743,no,yes,56,0,yes,stay
2744,no,yes,49,5,yes,stay
2745,yes,yes,43,5,yes,unsubscribe
2746,yes,yes,44,10,no,stay
2747,yes,yes,47,0,yes,stay
2748,no,yes,44,2,yes,stay
2749,yes,yes,57,8,yes,unsubscribe
2750,yes,yes,41,7,yes,unsubscribe
2751,no,no,58,8,no,stay
2752,no,yes,45,7,yes,unsubscribe
2753,yes,yes,38,0,yes,unsubscribe
2754,yes,yes,51,3,yes,unsubscribe
2755,yes,yes,46,4,yes,stay
2756,no,yes,47,10,no,stay
2757,yes,yes,38,5,yes,stay
2758,no,yes,40,9,no,stay
2759,no,yes,44,5,yes,stay
2760,no,yes,42,3,yes,stay
2761,yes,yes,41,10,no,stay
2762,yes,yes,35,7,yes,unsubscribe
2763,no,yes,47,5,yes,stay
2764,yes,yes,63,0,yes,stay
2765,no,yes,51,0,yes,unsubscribe
2766,yes,yes,50,3,yes,stay
2767,no,yes,47,7,yes,stay
2768,yes,no,48,0,yes,unsubscribe
2769,no,yes,46,3,yes,stay
2770,no,yes,51,8,no,stay
2771,no,yes,45,7,yes,stay
2772,yes,yes,34,7,yes,stay
2773,no,yes,51,10,no,stay
2774,no,yes,43,2,yes,stay
2775,yes,yes,26,5,yes,unsubscribe
2776,no,yes,52,10,no,stay
2777,yes,yes,47,3,yes,stay
2778,yes,yes,38,0,yes,stay
2779,yes,no,43,0,yes,unsubscribe
2780,yes,yes,58,0,yes,stay
2781,no,yes,49,3,yes,stay
2782,no,yes,61,0,yes,stay
2783,no,yes,41,0,yes,unsubscribe
2784,yes,yes,42,7,yes,stay
2785,yes,yes,45,5,yes,stay
2786,no,yes,41,5,yes,stay
2787,no,yes,58,5,yes,stay
2788,no,yes,40,0,yes,stay
2789,yes,yes,42,5,yes,unsubscribe
2790,yes,yes,35,9,no,stay
2791,no,yes,41,0,yes,stay
2792,yes,no,38,0,yes,unsubscribe
2793,yes,yes,46,5,yes,stay
2794,yes,yes,48,7,yes,stay
2795,yes,yes,41,5,yes,unsubscribe
2796,yes,yes,47,8,yes,unsubscribe
2797,no,yes,56,10,no,stay
2798,yes,no,49,0,yes,unsubscribe
2799,no,no,51,0,yes,unsubscribe
2800,yes,yes,42,0,yes,unsubscribe
2801,yes,yes,48,10,no,stay
2802,yes,yes,36,8,no,stay
2803,no,yes,53,10,no,unsubscribe
2804,yes,yes,48,7,yes,unsubscribe
2805,yes,yes,48,10,no,unsubscribe
2806,yes,no,35,8,no,stay
2807,no,yes,40,0,yes,unsubscribe
2808,yes,no,43,0,yes,stay
2809,yes,yes,42,0,yes,stay
2810,no,yes,52,3,yes,stay
2811,yes,yes,39,3,yes,stay
2812,yes,yes,38,0,yes,unsubscribe
2813,yes,yes,50,7,yes,stay
2814,yes,yes,49,0,yes,stay
2815,yes,yes,46,5,yes,stay
2816,no,yes,48,4,yes,stay
2817,no,yes,42,0,yes,unsubscribe
2818,no,yes,45,10,no,stay
2819,no,yes,50,5,yes,stay
2820,no,yes,48,10,no,stay
2821,yes,yes,54,0,yes,unsubscribe
2822,no,yes,47,8,no,stay
2823,no,yes,38,0,yes,stay
2824,yes,yes,40,2,yes,unsubscribe
2825,no,yes,56,10,no,stay
2826,yes,yes,59,10,no,stay
2827,no,yes,47,5,yes,stay
2828,yes,yes,35,0,yes,stay
2829,no,yes,43,0,yes,stay
2830,no,yes,51,5,yes,stay
2831,yes,yes,43,3,yes,stay
2832,yes,yes,47,0,yes,stay
2833,yes,yes,49,8,yes,stay
2834,no,yes,47,5,yes,stay
2835,yes,yes,45,5,yes,stay
2836,yes,yes,39,3,yes,stay
2837,yes,yes,46,5,yes,stay
2838,no,yes,26,8,yes,stay
2839,no,no,40,0,yes,stay
2840,no,yes,53,9,no,stay
2841,no,yes,54,3,yes,stay
2842,yes,yes,49,10,no,unsubscribe
2843,yes,yes,40,10,no,stay
2844,yes,yes,42,5,yes,unsubscribe
2845,no,yes,43,2,yes,unsubscribe
2846,yes,yes,40,10,no,stay
2847,no,yes,39,10,no,stay
2848,yes,yes,43,10,no,stay
2849,yes,yes,50,5,yes,stay
2850,yes,no,41,0,yes,stay
2851,no,yes,39,10,no,stay
2852,yes,yes,44,10,no,stay
2853,yes,yes,53,10,no,stay
2854,no,yes,35,3,yes,unsubscribe
2855,no,yes,68,3,yes,stay
2856,no,yes,57,7,yes,unsubscribe
2857,yes,yes,46,5,yes,stay
2858,no,yes,42,10,no,stay
2859,no,yes,53,0,yes,stay
2860,no,yes,39,3,yes,stay
2861,no,no,46,0,yes,unsubscribe
2862,no,yes,45,8,no,stay
2863,yes,yes,41,10,no,stay
2864,yes,no,51,9,no,stay
2865,yes,yes,42,0,yes,stay
2866,no,yes,49,5,yes,stay
2867,no,yes,45,3,yes,stay
2868,no,yes,40,5,yes,unsubscribe
2869,no,no,56,0,yes,stay
2870,yes,yes,36,7,yes,stay
2871,yes,yes,39,10,no,unsubscribe
2872,no,yes,47,5,yes,stay
2873,yes,yes,40,2,yes,stay
2874,yes,yes,53,8,yes,stay
2875,no,yes,48,10,no,stay
2876,yes,yes,44,5,yes,stay
2877,no,no,34,0,yes,unsubscribe
2878,yes,yes,49,10,no,stay
2879,yes,yes,40,0,yes,unsubscribe
2880,yes,yes,44,3,yes,stay
2881,yes,no,42,8,no,stay
2882,no,yes,59,7,yes,unsubscribe
2883,yes,yes,48,3,yes,stay
2884,no,yes,36,8,no,stay
2885,no,yes,48,5,yes,stay
2886,yes,yes,40,10,no,stay
2887,no,yes,43,0,yes,unsubscribe
2888,yes,yes,50,7,yes,stay
2889,yes,no,42,0,yes,stay
2890,yes,yes,47,0,yes,unsubscribe
2891,no,no,30,0,yes,stay
2892,no,no,38,0,yes,stay
2893,no,yes,39,4,yes,unsubscribe
2894,no,no,44,0,yes,unsubscribe
2895,yes,yes,57,0,yes,unsubscribe
2896,no,yes,43,7,yes,stay
2897,no,yes,55,8,no,stay
2898,yes,yes,45,10,no,stay
2899,yes,yes,52,4,yes,stay
2900,yes,no,60,0,yes,stay
2901,yes,yes,41,10,no,stay
2902,yes,no,45,0,yes,unsubscribe
2903,yes,yes,50,0,yes,unsubscribe
2904,no,no,44,0,yes,stay
2905,yes,yes,46,5,yes,stay
2906,no,yes,55,8,no,stay
2907,yes,yes,57,0,yes,stay
2908,yes,yes,38,3,yes,unsubscribe
2909,yes,yes,52,10,no,stay
2910,yes,yes,39,7,yes,stay
2911,no,no,32,0,yes,stay
2912,no,yes,46,2,yes,stay
2913,no,yes,40,7,yes,stay
2914,no,yes,33,9,no,stay
2915,yes,yes,46,9,no,stay
2916,yes,no,45,8,no,stay
2917,no,yes,45,7,yes,stay
2918,yes,yes,38,7,yes,stay
2919,yes,yes,45,0,yes,stay
2920,yes,yes,52,7,yes,stay
2921,yes,yes,46,10,no,stay
2922,no,yes,33,10,no,stay
2923,yes,no,55,8,no,stay
2924,no,yes,41,3,yes,stay
2925,yes,yes,62,9,no,stay
2926,yes,yes,45,9,no,stay
2927,no,yes,39,9,no,stay
2928,yes,yes,51,7,yes,stay
2929,no,yes,45,0,yes,stay
2930,no,yes,44,8,no,stay
2931,no,yes,41,7,yes,stay
2932,no,no,50,8,no,stay
2933,no,yes,41,4,yes,stay
2934,no,yes,46,5,yes,stay
2935,no,yes,34,10,no,unsubscribe
2936,no,yes,44,0,yes,stay
2937,no,yes,40,3,yes,unsubscribe
2938,yes,yes,40,3,yes,unsubscribe
2939,yes,no,50,0,yes,unsubscribe
2940,no,yes,49,8,yes,stay
2941,no,yes,42,4,yes,stay
2942,no,no,47,0,yes,stay
2943,yes,yes,49,7,yes,stay
2944,yes,yes,48,5,yes,stay
2945,no,no,42,8,no,stay
2946,no,yes,42,10,no,stay
2947,yes,yes,59,7,yes,unsubscribe
2948,yes,yes,46,0,yes,stay
2949,yes,yes,36,3,yes,unsubscribe
2950,no,yes,44,10,no,stay
2951,yes,yes,48,8,yes,stay
2952,yes,yes,51,7,yes,stay
2953,no,yes,56,4,yes,stay
2954,yes,no,48,0,yes,unsubscribe
2955,no,yes,45,8,no,stay
2956,no,yes,49,3,yes,unsubscribe
2957,no,yes,46,7,yes,stay
2958,no,yes,55,5,yes,unsubscribe
2959,yes,yes,46,5,yes,stay
2960,yes,no,42,8,no,stay
2961,no,yes,38,3,yes,stay
2962,yes,yes,50,0,yes,stay
2963,no,yes,38,9,no,stay
2964,no,no,40,0,yes,stay
2965,yes,yes,34,10,no,stay
2966,no,yes,40,5,yes,stay
2967,no,yes,43,0,yes,unsubscribe
2968,no,yes,44,8,no,stay
2969,no,yes,44,5,yes,stay
2970,no,yes,55,9,no,stay
